bng_x,bng_y,class,conf,votes,status,nearest_dist_m
226147.950057671,594287.3579922158,shieling,0.27209570445120335,8,novel,14522.0
226742.16807907427,594272.604213859,shieling,0.5327968113124371,8,novel,14004.7
227125.73900738638,594392.1413887755,shieling,0.43377768993377686,5,novel,13743.6
224845.54707426406,593741.3356255282,roundhouse,0.24763126422961554,6,novel,16239.6
228704.81351702215,594089.9947318336,shieling,0.2815422385931015,5,novel,12267.2
225494.830264166,593457.160316039,smallcairn,0.1777399718761444,5,novel,12677.7
226089.50373871878,593620.2870470127,roundhouse,0.38449331372976303,6,novel,15505.7
226396.05827721357,593632.5249423162,smallcairn,0.3792264834046364,6,novel,12246.5
225827.3556572332,593005.468228867,shieling,0.28430646906296414,6,novel,14207.7
228111.31893194804,593200.259545775,smallcairn,0.26074258734782535,6,novel,10922.5
227565.84174466808,592753.4589058114,shieling,0.5675630143710545,7,novel,12538.1
221708.9574982539,592306.9522092204,shieling,0.36696454137563705,8,novel,16988.0
222032.40383481767,592488.4753947044,roundhouse,0.3631826915911266,7,novel,16954.9
221933.50495707578,592261.6092772846,shieling,0.21590733230113984,5,novel,16793.0
222215.40394440579,592438.1923784909,roundhouse,0.34323066224654514,6,novel,16794.4
222155.257654603,592329.2104241316,shieling,0.5508949793875217,8,novel,16679.1
222138.22832871063,592435.2177506017,roundhouse,0.36041158934434253,6,novel,16844.1
223625.95799635828,592205.5408302001,shieling,0.3427150920033455,8,novel,15562.6
224302.02649607518,592268.9321354475,roundhouse,0.5755487866699696,8,novel,15333.9
224482.47612295783,592440.5111116613,shieling,0.29998787492513657,6,novel,15176.4
221242.8179501126,591930.3617381909,smallcairn,0.3726655215024948,5,novel,14913.1
221245.3725527018,591954.1875086742,smallcairn,0.3954908519983292,5,novel,14923.9
221526.60762839354,592085.5762594226,roundhouse,0.4263838604092598,8,novel,17012.4
221447.6240856345,591953.4813670944,shieling,0.33363022548811777,7,novel,16944.7
221245.43386267568,591954.1901942033,shieling,0.39466555416584015,6,novel,17097.4
221700.13803257432,592138.0416113912,shieling,0.3689299803227186,8,novel,16880.0
221734.3561238605,592307.4566452451,shieling,0.18658367792765299,6,novel,16969.7
221776.22064310833,591973.1783196133,shieling,0.26556548178195954,5,novel,16712.8
221675.05857588843,592086.0315481657,shieling,0.278596967458725,7,novel,16863.6
223062.58253866597,592019.3915460982,shieling,0.303152147680521,8,novel,15816.2
223224.80482323578,592054.7422344129,shieling,0.5326431952416897,8,novel,15728.2
223337.07644692835,592157.5307710919,shieling,0.32447477579116824,5,novel,15724.7
225003.07482758517,591971.0641062723,roundhouse,0.4564126245677471,8,novel,14680.1
225035.6225205845,592210.3128858014,roundhouse,0.20032785194260733,7,novel,14857.2
221645.23919293832,591767.7438539565,shieling,0.4022500344685146,7,novel,16673.6
