CANMOREID,NMRSNAME,SITETYPE,COUNTY,GRIDREF,XCOORD,YCOORD,URL,det_class
64579,KILNOTRIE,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 7534 6702,275340.0,567020.0,https://canmore.org.uk/site/64579/,cairn
64582,HALFERNE,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),KIRKCUDBRIGHTSHIRE,NX 7599 6696,275990.0,566960.0,https://canmore.org.uk/site/64582/,cairn
64594,LOCHROAN,"CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), ENCLOSURE (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 7489 6978,274890.0,569780.0,https://canmore.org.uk/site/64594/,cairn
63461,KNOCKMAN WOOD,"CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), CORN DRYING KILN(S) (PERIOD UNASSIGNED), ENCLOSURE(S) (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 4177 6851,241770.0,568510.0,https://canmore.org.uk/site/63461/,cairn
60361,MAINS OF DHULOCH,"BURIAL CAIRN (LATER PREHISTORIC), AXE HAMMER (SANDSTONE)(LATER PREHISTORIC)",WIGTOWNSHIRE,NW 990 661,199000.0,566100.0,https://canmore.org.uk/site/60361/,cairn
60366,"LAGGAN HILL, SOUTH CAIRN","CAIRN (LATER PREHISTORIC)(POSSIBLE), CORN DRYING KILN (POST MEDIEVAL)(POSSIBLE), TRIANGULATION STATION (MID 19TH CENTURY)",WIGTOWNSHIRE,NW 96357 69268,196357.0,569268.0,https://canmore.org.uk/site/60366/,cairn
60374,LITTLE AIRIES,CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NW 9870 6770,198700.0,567700.0,https://canmore.org.uk/site/60374/,cairn
60390,LARBRAX MOOR,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NW 98095 61383,198095.0,561383.0,https://canmore.org.uk/site/60390/,roundhouse
60391,LARBRAX MOOR,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NW 97875 61493,197875.0,561493.0,https://canmore.org.uk/site/60391/,roundhouse
60392,LARBRAX MOOR,HUT CIRCLE(S) (PREHISTORIC),WIGTOWNSHIRE,NW 97303 60982,197303.0,560982.0,https://canmore.org.uk/site/60392/,roundhouse
62487,MILTONISE,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 2060 7364,220600.0,573640.0,https://canmore.org.uk/site/62487/,roundhouse
62488,"MILTONISE, WHITE FELL","FIELD SYSTEM (LATER PREHISTORIC), HUT CIRCLE (PREHISTORIC)",WIGTOWNSHIRE,NX 20065 73544,220065.0,573544.0,https://canmore.org.uk/site/62488/,roundhouse
62491,CAIRN HILL,MARKER CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 228 716,222800.0,571600.0,https://canmore.org.uk/site/62491/,cairn
62492,MILLTIM,MARKER CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 2005 7219,220050.0,572190.0,https://canmore.org.uk/site/62492/,cairn
62499,CRAIG AIRIE FELL,CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 2330 7432,223300.0,574320.0,https://canmore.org.uk/site/62499/,cairn
62500,CRAIG AIRIE FELL,"CAIRN (PERIOD UNASSIGNED)(POSSIBLE), CIST (PERIOD UNASSIGNED)(POSSIBLE), SHEEPFOLD (PERIOD UNASSIGNED)",WIGTOWNSHIRE,NX 2324 7439,223240.0,574390.0,https://canmore.org.uk/site/62500/,cairn
64107,TONGLAND PARISH,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 69 53,269000.0,553000.0,https://canmore.org.uk/site/64107/,cairn
64108,TWYNHOLM PARISH,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 66 54,266000.0,554000.0,https://canmore.org.uk/site/64108/,cairn
64719,WALTON HILL,"CAIRN (PERIOD UNASSIGNED), LITHIC IMPLEMENT(S) (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 772 719,277200.0,571900.0,https://canmore.org.uk/site/64719/,cairn
64732,MEIKLE CAIRN,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 7969 7124,279690.0,571240.0,https://canmore.org.uk/site/64732/,cairn
64736,GLENSWINTON,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 7019 7443,270190.0,574430.0,https://canmore.org.uk/site/64736/,cairn
64741,FALBAE CAIRN,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 7310 7220,273100.0,572200.0,https://canmore.org.uk/site/64741/,cairn
61039,MULL OF GALLOWAY,BURIAL CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 15686 30444,215686.0,530444.0,https://canmore.org.uk/site/61039/,cairn
61043,AUCHNEIGHT,"KILN(S) (POST MEDIEVAL)(POSSIBLE), SHIELING HUT(S) (POST MEDIEVAL)",WIGTOWNSHIRE,NX 10411 33254,210411.0,533254.0,https://canmore.org.uk/site/61043/,shieling
60548,"KILDROCHAT MAINS, DOUNANHILL",CAIRN (LATER PREHISTORIC)(POSSIBLE),WIGTOWNSHIRE,NX 0824 5617,208240.0,556170.0,https://canmore.org.uk/site/60548/,cairn
60562,CRAIGENLEE FELL,BURIAL CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 02163 57178,202163.0,557178.0,https://canmore.org.uk/site/60562/,cairn
60563,CRAIGENLEE FELL,BURIAL CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 02504 57278,202504.0,557278.0,https://canmore.org.uk/site/60563/,cairn
61184,AIRYHEMMING 2,CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 17264 59436,217264.0,559436.0,https://canmore.org.uk/site/61184/,cairn
63327,BAGBIE,"BURIAL CAIRN (PREHISTORIC), FOUR POSTER STONE CIRCLE (BRONZE AGE)",KIRKCUDBRIGHTSHIRE,NX 4979 5639,249790.0,556390.0,https://canmore.org.uk/site/63327/,cairn
63950,CAIRNIEHILL,CLEARANCE CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 6272 4675,262720.0,546750.0,https://canmore.org.uk/site/63950/,cairn
62833,PORT WILLIAM,"FIELD BOUNDARY(S) (PERIOD UNASSIGNED), ROUNDHOUSE (PREHISTORIC)",WIGTOWNSHIRE,NX 34404 43784,234404.0,543784.0,https://canmore.org.uk/site/62833/,roundhouse
61737,MEIKLE TONGUE,CAIRNFIELD (LATER PREHISTORIC),WIGTOWNSHIRE,NX 1257 6468,212570.0,564680.0,https://canmore.org.uk/site/61737/,cairn
61738,LOAN HILL,CAIRN (BRONZE AGE),WIGTOWNSHIRE,NX 12294 63552,212294.0,563552.0,https://canmore.org.uk/site/61738/,cairn
61739,MEIKLE TONGUE,"CAIRNFIELD (LATER PREHISTORIC), ENCLOSURE (PERIOD UNKNOWN)",WIGTOWNSHIRE,NX 1200 6450,212000.0,564500.0,https://canmore.org.uk/site/61739/,cairn
61740,MEIKLE TONGUE,"CAIRNFIELD (LATER PREHISTORIC), HUT CIRCLE (PREHISTORIC)",WIGTOWNSHIRE,NX 1211 6420,212110.0,564200.0,https://canmore.org.uk/site/61740/,roundhouse
61741,MEIKLE TONGUE,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 12152 63644,212152.0,563644.0,https://canmore.org.uk/site/61741/,roundhouse
61742,MEIKLE TONGUE,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 12315 63798,212315.0,563798.0,https://canmore.org.uk/site/61742/,roundhouse
62333,BALMURRIE FELL,"CLEARANCE CAIRN(S) (PREHISTORIC), HUT CIRCLE (PREHISTORIC)",WIGTOWNSHIRE,NX 21619 67887,221619.0,567887.0,https://canmore.org.uk/site/62333/,roundhouse
62337,QUARTER FELL,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 2061 6865,220610.0,568650.0,https://canmore.org.uk/site/62337/,roundhouse
62339,GLED KNOWES,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 206 692,220600.0,569200.0,https://canmore.org.uk/site/62339/,cairn
62343,BALMURRIE,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 2079 6725,220790.0,567250.0,https://canmore.org.uk/site/62343/,roundhouse
62348,GLED KNOWES,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 205 693,220500.0,569300.0,https://canmore.org.uk/site/62348/,roundhouse
62349,BALMURRIE,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 210 675,221000.0,567500.0,https://canmore.org.uk/site/62349/,cairn
62353,BALMURRIE FELL,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2135 6619,221350.0,566190.0,https://canmore.org.uk/site/62353/,cairn
62354,BALMURRIE FELL,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2150 6610,221500.0,566100.0,https://canmore.org.uk/site/62354/,cairn
62355,BALMURRIE FELL,CAIRN (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2171 6628,221710.0,566280.0,https://canmore.org.uk/site/62355/,cairn
62356,BALMURRIE FELL,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2173 6612,221730.0,566120.0,https://canmore.org.uk/site/62356/,cairn
62357,BALMURRIE FELL,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2164 6752,221640.0,567520.0,https://canmore.org.uk/site/62357/,cairn
62358,CRAIGENCROSH,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2089 6684,220890.0,566840.0,https://canmore.org.uk/site/62358/,cairn
62360,BALMURRIE FELL,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 2123 6763,221230.0,567630.0,https://canmore.org.uk/site/62360/,roundhouse
62361,BALMURRIE FELL,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 2121 6760,221210.0,567600.0,https://canmore.org.uk/site/62361/,roundhouse
62363,"BROWN HILL, KILMACFADZEAN",CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2083 6805,220830.0,568050.0,https://canmore.org.uk/site/62363/,cairn
62364,QUARTER FELL,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 202 683,220200.0,568300.0,https://canmore.org.uk/site/62364/,cairn
62366,KILMACFADZEAN,CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2073 6767,220730.0,567670.0,https://canmore.org.uk/site/62366/,cairn
62367,"WHITE BAR, DRANIGOWER",SHIELING HUT(S) (POST MEDIEVAL),WIGTOWNSHIRE,NX 2008 6568,220080.0,565680.0,https://canmore.org.uk/site/62367/,shieling
62369,"BLACK BAR, DRANIGOWER",CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2071 6559,220710.0,565590.0,https://canmore.org.uk/site/62369/,cairn
61201,AIRYHEMMING,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 16598 59024,216598.0,559024.0,https://canmore.org.uk/site/61201/,roundhouse
61202,AIRYHEMMING,CAIRNFIELD (LATER PREHISTORIC),WIGTOWNSHIRE,NX 1673 5965,216730.0,559650.0,https://canmore.org.uk/site/61202/,cairn
61215,BALMESH,CAIRN (PREHISTORIC),WIGTOWNSHIRE,NX 18695 59180,218695.0,559180.0,https://canmore.org.uk/site/61215/,cairn
61221,"HIGH TORRS, LUCE BAY","CAIRN (ROMAN), INTAGLIO (ONYX )(ROMAN), RING (ROMAN), UNIDENTIFIED POTTERY (ROMAN)",WIGTOWNSHIRE,NX 141 556,214100.0,555600.0,https://canmore.org.uk/site/61221/,cairn
62839,TORHOUSEKIE,CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 3819 5660,238190.0,556600.0,https://canmore.org.uk/site/62839/,cairn
62840,TORHOUSEKIE,CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 3828 5668,238280.0,556680.0,https://canmore.org.uk/site/62840/,cairn
62842,TORHOUSEKIE,CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 3789 5676,237890.0,556760.0,https://canmore.org.uk/site/62842/,cairn
62849,"WHITE CAIRN, BORELAND",CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 3528 5819,235280.0,558190.0,https://canmore.org.uk/site/62849/,cairn
61705,MEIKLE TONGUE,CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 123 628,212300.0,562800.0,https://canmore.org.uk/site/61705/,cairn
61706,CULLURPATTIE,CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 106 624,210600.0,562400.0,https://canmore.org.uk/site/61706/,cairn
61710,CAIRNSCARROW,CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 1362 6478,213620.0,564780.0,https://canmore.org.uk/site/61710/,cairn
61715,CHLENRY,"CAIRN (BRONZE AGE), CIST(S) (BRONZE AGE), INHUMATION(S) (BRONZE AGE), FOOD VESSEL (BRONZE AGE)",WIGTOWNSHIRE,NX 13 60,213000.0,560000.0,https://canmore.org.uk/site/61715/,cairn
61717,INCH PARISH,"BARROW(S) (PREHISTORIC), CAIRN(S) (PERIOD UNASSIGNED)",WIGTOWNSHIRE,NX 1 6,210000.0,560000.0,https://canmore.org.uk/site/61717/,cairn
61718,GLENTERROW 3,CAIRN (PREHISTORIC),WIGTOWNSHIRE,NX 14531 62354,214531.0,562354.0,https://canmore.org.uk/site/61718/,cairn
61721,SHEUCHAN HILL,CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 1225 6218,212250.0,562180.0,https://canmore.org.uk/site/61721/,cairn
61722,"BLACK BURN, BALKER MOOR",SHIELING HUT (POST MEDIEVAL),WIGTOWNSHIRE,NX 1196 6432,211960.0,564320.0,https://canmore.org.uk/site/61722/,shieling
61726,HIGH AIRYOLLAND,SHIELING HUT (POST MEDIEVAL),WIGTOWNSHIRE,NX 1491 6154,214910.0,561540.0,https://canmore.org.uk/site/61726/,shieling
61728,PINWHERRIE,"BUILDING (POST MEDIEVAL), ENCLOSURE (POST MEDIEVAL), SHIELING HUT(S) (POST MEDIEVAL)",WIGTOWNSHIRE,NX 13429 63318,213429.0,563318.0,https://canmore.org.uk/site/61728/,shieling
61730,BALKER MOOR 2,CAIRN (BRONZE AGE),WIGTOWNSHIRE,NX 10724 64545,210724.0,564545.0,https://canmore.org.uk/site/61730/,cairn
61731,CHLENRY,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 13570 60840,213570.0,560840.0,https://canmore.org.uk/site/61731/,roundhouse
61733,GLENTERROW,HUT CIRCLE (PREHISTORIC)(POSSIBLE),WIGTOWNSHIRE,NX 14250 62210,214250.0,562210.0,https://canmore.org.uk/site/61733/,roundhouse
61734,CAIRNIEWA,BURIAL CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 12761 64965,212761.0,564965.0,https://canmore.org.uk/site/61734/,cairn
61735,"CAIRNIEWA, KINLEY'S KNOWE",CAIRN (PREHISTORIC),WIGTOWNSHIRE,NX 12496 64196,212496.0,564196.0,https://canmore.org.uk/site/61735/,cairn
61736,MEIKLE TONGUE,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 12883 64635,212883.0,564635.0,https://canmore.org.uk/site/61736/,roundhouse
61874,PULTADIE,"HUT CIRCLE (PREHISTORIC), QUARRY (POST MEDIEVAL)",WIGTOWNSHIRE,NX 19521 70010,219521.0,570010.0,https://canmore.org.uk/site/61874/,roundhouse
61875,PULTADIE,CAIRN (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 18417 70424,218417.0,570424.0,https://canmore.org.uk/site/61875/,cairn
61879,GLENWHILLY,SHIELING HUT(S) (POST MEDIEVAL),WIGTOWNSHIRE,NX 1680 7280,216800.0,572800.0,https://canmore.org.uk/site/61879/,shieling
61880,BROCKLOCH CAIRN,CAIRN (PREHISTORIC),WIGTOWNSHIRE,NX 10941 70747,210941.0,570747.0,https://canmore.org.uk/site/61880/,cairn
61891,CLAYWARNIES,CHAMBERED CAIRN (NEOLITHIC)(POSSIBLE),WIGTOWNSHIRE,NX 10344 71712,210344.0,571712.0,https://canmore.org.uk/site/61891/,cairn
61909,HIGH MARK,CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 1324 7062,213240.0,570620.0,https://canmore.org.uk/site/61909/,cairn
61910,HIGH MARK,HUT CIRCLE (PREHISTORIC),WIGTOWNSHIRE,NX 12803 71299,212803.0,571299.0,https://canmore.org.uk/site/61910/,roundhouse
61911,HIGH MARK,CAIRNFIELD (LATER PREHISTORIC),WIGTOWNSHIRE,NX 1275 7116,212750.0,571160.0,https://canmore.org.uk/site/61911/,cairn
64632,BLACKERNE,"CAIRN (PERIOD UNASSIGNED), HUMAN REMAINS (PERIOD UNASSIGNED), ARMLET (PERIOD UNASSIGNED), BEAD (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 78 64,278000.0,564000.0,https://canmore.org.uk/site/64632/,cairn
62373,BALMURRIE,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),WIGTOWNSHIRE,NX 205 665,220500.0,566500.0,https://canmore.org.uk/site/62373/,cairn
62374,DRUMPAIL BURN,"CAIRNFIELD (PREHISTORIC), HUT CIRCLE (PREHISTORIC)",WIGTOWNSHIRE,NX 2243 6617,222430.0,566170.0,https://canmore.org.uk/site/62374/,roundhouse
62377,"HIGH ELDRIG, MONANDIE BURN",CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2450 6941,224500.0,569410.0,https://canmore.org.uk/site/62377/,cairn
62378,"HIGH ELDRIG, MONANDIE BURN",CAIRNFIELD (PERIOD UNKNOWN),WIGTOWNSHIRE,NX 2402 6979,224020.0,569790.0,https://canmore.org.uk/site/62378/,cairn
60399,CAIRN HILL OF BALGRACIE,CAIRN (LATER PREHISTORIC)(POSSIBLE),WIGTOWNSHIRE,NW 9869 6132,198690.0,561320.0,https://canmore.org.uk/site/60399/,cairn
60419,CAIRNBOWIE HILL,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),WIGTOWNSHIRE,NW 9885 7012,198850.0,570120.0,https://canmore.org.uk/site/60419/,cairn
60426,"CAIRN HILL, NORTH CAIRN","BURIAL CAIRN (PREHISTORIC), ENCLOSURE (PERIOD UNKNOWN)",WIGTOWNSHIRE,NW 97331 70138,197331.0,570138.0,https://canmore.org.uk/site/60426/,cairn
63354,CAIRNHOUSE,CAIRN (PERIOD UNASSIGNED),WIGTOWNSHIRE,NX 4176 5813,241760.0,558130.0,https://canmore.org.uk/site/63354/,cairn
64141,CONCHIETON,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 6388 5316,263880.0,553160.0,https://canmore.org.uk/site/64141/,cairn
64775,LOCHRINNIE,"CAIRN (PERIOD UNASSIGNED)(POSSIBLE), FLINT SCATTER (PREHISTORIC), CINERARY URN(S) (PERIOD UNASSIGNED)(POSSIBLE)",KIRKCUDBRIGHTSHIRE,NX 728 870,272800.0,587000.0,https://canmore.org.uk/site/64775/,cairn
60431,BARNCORKRIE MOOR,"ENCLOSURE (PERIOD UNKNOWN), FIELD SYSTEM (PREHISTORIC), HUT CIRCLE(S) (PREHISTORIC)",WIGTOWNSHIRE,NX 09236 36221,209236.0,536221.0,https://canmore.org.uk/site/60431/,roundhouse
61065,"EAGLE CAIRN, CARDRYNE",BURIAL CAIRN (LATER PREHISTORIC),WIGTOWNSHIRE,NX 11070 32462,211070.0,532462.0,https://canmore.org.uk/site/61065/,cairn
64936,CAMP HILL,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 8656 6961,286560.0,569610.0,https://canmore.org.uk/site/64936/,cairn
64939,GLAISTERS,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 8829 6612,288290.0,566120.0,https://canmore.org.uk/site/64939/,cairn
63820,KNOCKREOCH,"CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), FIELD BOUNDARY(S) (PERIOD UNASSIGNED), FIELD SYSTEM (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 5803 8645,258030.0,586450.0,https://canmore.org.uk/site/63820/,cairn
63821,POLQUHANITY,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 584 898,258400.0,589800.0,https://canmore.org.uk/site/63821/,cairn
64448,NEWLAW HILL,HUT CIRCLE (PREHISTORIC),KIRKCUDBRIGHTSHIRE,NX 7329 4857,273290.0,548570.0,https://canmore.org.uk/site/64448/,roundhouse
88959,BENGHIE,"CAIRNFIELD (PREHISTORIC), HUT(S) (MEDIEVAL) - (POST MEDIEVAL), HUT CIRCLE (PREHISTORIC), PEN (MEDIEVAL) - (POST MEDIEVAL), SHEEPFOLD(S) (MEDIEVAL) - (POST MEDIEVAL)",KIRKCUDBRIGHTSHIRE,NX 5708 6236,257080.0,562360.0,https://canmore.org.uk/site/88959/,roundhouse
83983,CARROCH HILL,"CAIRNFIELD (PERIOD UNASSIGNED), ENCLOSURE(S) (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 6847 9255,268470.0,592550.0,https://canmore.org.uk/site/83983/,cairn
64966,"RED CASTLE, HAUGH OF URR",CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 818 655,281800.0,565500.0,https://canmore.org.uk/site/64966/,cairn
63020,DRUMFERN,"BOTHY (PERIOD UNASSIGNED), CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), ENCLOSURE (PERIOD UNASSIGNED), SHEEPFOLD(S) (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 399 709,239900.0,570900.0,https://canmore.org.uk/site/63020/,cairn
63021,DRUMFERN,"CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), FIELD BOUNDARY(S) (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 399 714,239900.0,571400.0,https://canmore.org.uk/site/63021/,cairn
63024,GLENHAPPLE,"CAIRN (PERIOD UNASSIGNED), CLEARANCE CAIRN(S) (PERIOD UNASSIGNED)",WIGTOWNSHIRE,NX 3628 7103,236280.0,571030.0,https://canmore.org.uk/site/63024/,cairn
63026,DRUMFERN,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 3995 7096,239950.0,570960.0,https://canmore.org.uk/site/63026/,cairn
63027,CORDORCAN BURN,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 3962 7242,239620.0,572420.0,https://canmore.org.uk/site/63027/,cairn
63030,DRANNANDOW FARM,"CAIRN(S) (PERIOD UNASSIGNED), SUBTERRANEAN STRUCTURE(S) (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 388 702,238800.0,570200.0,https://canmore.org.uk/site/63030/,cairn
63033,HILL OF OCHILTREE,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),WIGTOWNSHIRE,NX 3271 7410,232710.0,574100.0,https://canmore.org.uk/site/63033/,cairn
64467,WHITE CAIRN,"CAIRN (PERIOD UNASSIGNED), CIST (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 7555 5850,275550.0,558500.0,https://canmore.org.uk/site/64467/,cairn
88524,CRAIG OF THE FELL,CAIRNFIELD (PERIOD UNKNOWN),KIRKCUDBRIGHTSHIRE,NX 5998 6198,259980.0,561980.0,https://canmore.org.uk/site/88524/,cairn
83338,CRAIGENCARSE BURN,CAIRNFIELD (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 671 955,267100.0,595500.0,https://canmore.org.uk/site/83338/,cairn
63043,"'KING'S CAIRN', KIRRIEMORE",CHAMBERED CAIRN (NEOLITHIC),KIRKCUDBRIGHTSHIRE,NX 3773 8544,237730.0,585440.0,https://canmore.org.uk/site/63043/,cairn
63670,GLENQUICKEN MOOR,"CAIRN (PERIOD UNASSIGNED), ARROWHEAD (PERIOD UNASSIGNED), AXEHEAD (STONE)(PERIOD UNASSIGNED), BALL (FLINT)(PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 51 58,251000.0,558000.0,https://canmore.org.uk/site/63670/,cairn
63678,CAIRNHARROW,HUT CIRCLE (PREHISTORIC)(POSSIBLE),KIRKCUDBRIGHTSHIRE,NX 5376 5688,253760.0,556880.0,https://canmore.org.uk/site/63678/,roundhouse
63680,CAULDSIDE BURN,"BURIAL CAIRN (BRONZE AGE), CIST (BRONZE AGE)",KIRKCUDBRIGHTSHIRE,NX 52935 57147,252935.0,557147.0,https://canmore.org.uk/site/63680/,cairn
63683,CAULDSIDE BURN,CAIRNFIELD (PREHISTORIC),KIRKCUDBRIGHTSHIRE,NX 53143 57158,253143.0,557158.0,https://canmore.org.uk/site/63683/,cairn
63684,CAMBRET MOOR,"BUILDING(S) (MEDIEVAL) - (POST MEDIEVAL), CAIRNFIELD (PREHISTORIC) - (MEDIEVAL), FIELD SYSTEM (PREHISTORIC) - (MEDIEVAL), HUT (MEDIEVAL) - (POST MEDIEVAL), HUT CIRCLE (PREHISTORIC)",KIRKCUDBRIGHTSHIRE,NX 5299 5749,252990.0,557490.0,https://canmore.org.uk/site/63684/,roundhouse
63686,"CAIRNYWANIE, GLENQUICKEN MOOR",CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 5128 5846,251280.0,558460.0,https://canmore.org.uk/site/63686/,cairn
63692,CAULDSIDE BURN,"BURIAL CAIRN (BRONZE AGE), CIST (BRONZE AGE)",KIRKCUDBRIGHTSHIRE,NX 5290 5725,252900.0,557250.0,https://canmore.org.uk/site/63692/,cairn
63693,STANDING STONES OF NEWTON,CHAMBERED CAIRN (NEOLITHIC),KIRKCUDBRIGHTSHIRE,NX 5506 5256,255060.0,552560.0,https://canmore.org.uk/site/63693/,cairn
64317,DALRY,"CAIRN (PERIOD UNASSIGNED)(POSSIBLE), AXEHEAD (STONE)(PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 62 81,262000.0,581000.0,https://canmore.org.uk/site/64317/,cairn
64319,NETHER HOLM OF DALQUHAIRN,CAIRN (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 6572 9892,265720.0,598920.0,https://canmore.org.uk/site/64319/,cairn
64320,MID-RIG HILL,CLEARANCE CAIRN(S) (PERIOD UNASSIGNED)(POSSIBLE),KIRKCUDBRIGHTSHIRE,NX 650 996,265000.0,599600.0,https://canmore.org.uk/site/64320/,cairn
64325,GLENHEAD RIG,"CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), ENCLOSURE (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 6378 9602,263780.0,596020.0,https://canmore.org.uk/site/64325/,cairn
63822,CRAIG LINGAL,CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 582 893,258200.0,589300.0,https://canmore.org.uk/site/63822/,cairn
63823,BARLAE HILL,CLEARANCE CAIRN(S) (PERIOD UNASSIGNED),KIRKCUDBRIGHTSHIRE,NX 584 889,258400.0,588900.0,https://canmore.org.uk/site/63823/,cairn
63826,STROANGASSEL,"CLEARANCE CAIRN(S) (PERIOD UNASSIGNED), FIELD SYSTEM (PERIOD UNASSIGNED)",KIRKCUDBRIGHTSHIRE,NX 5980 8653,259800.0,586530.0,https://canmore.org.uk/site/63826/,cairn
