CANMOREID,NMRSNAME,SITETYPE,COUNTY,GRIDREF,XCOORD,YCOORD,URL,det_class
39726,"ARRAN, MACHRIE MOOR 10",CAIRN (BRONZE AGE),BUTESHIRE,NR 90058 32655,190058.0,632655.0,https://canmore.org.uk/site/39726/,cairn
39730,"ARRAN, CLAUCHAN WATER",CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 91 30,191000.0,630000.0,https://canmore.org.uk/site/39730/,cairn
39731,"MOSS FARM, ARRAN",HUT CIRCLE(S) (PREHISTORIC),BUTESHIRE,NR 90 32,190000.0,632000.0,https://canmore.org.uk/site/39731/,roundhouse
39738,"MOSS FARM, ARRAN",HUT CIRCLE(S) (PREHISTORIC),BUTESHIRE,NR 90626 32476,190626.0,632476.0,https://canmore.org.uk/site/39738/,roundhouse
39739,"MOSS FARM, ARRAN","ENCLOSURE (PREHISTORIC), HUT CIRCLE (PREHISTORIC)",BUTESHIRE,NR 90497 32516,190497.0,632516.0,https://canmore.org.uk/site/39739/,roundhouse
39740,"MOSS FARM, ARRAN",CAIRNFIELD (PREHISTORIC),BUTESHIRE,NR 90581 32269,190581.0,632269.0,https://canmore.org.uk/site/39740/,cairn
39741,"TORMORE, ARRAN",CAIRNFIELD (PREHISTORIC),BUTESHIRE,NR 90062 31362,190062.0,631362.0,https://canmore.org.uk/site/39741/,cairn
39742,"ARRAN, TORMORE",CLEARANCE CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 90107 31424,190107.0,631424.0,https://canmore.org.uk/site/39742/,cairn
39743,"TORMORE, ARRAN","CAIRN (PREHISTORIC)(POSSIBLE), SITE (PERIOD UNKNOWN)",BUTESHIRE,NR 9007 3138,190070.0,631380.0,https://canmore.org.uk/site/39743/,cairn
39744,"ARRAN, TORMORE","CAIRN (PERIOD UNKNOWN)(POSSIBLE), NATURAL FEATURE (PERIOD UNASSIGNED)",BUTESHIRE,NR 9002 3122,190020.0,631220.0,https://canmore.org.uk/site/39744/,cairn
39745,"TORMORE, ARRAN",CAIRNFIELD (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9023 3126,190230.0,631260.0,https://canmore.org.uk/site/39745/,cairn
39746,"TORMORE, ARRAN",CLEARANCE CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9019 3141,190190.0,631410.0,https://canmore.org.uk/site/39746/,cairn
39747,"TORMORE, ARRAN",CLEARANCE CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 90240 31425,190240.0,631425.0,https://canmore.org.uk/site/39747/,cairn
39748,"ARRAN, MACHRIE MOOR",CHAMBERED CAIRN (NEOLITHIC),BUTESHIRE,NR 90308 32899,190308.0,632899.0,https://canmore.org.uk/site/39748/,cairn
39749,"ARRAN, MOSS FARM",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90626 32160,190626.0,632160.0,https://canmore.org.uk/site/39749/,roundhouse
39750,"ARRAN, MOSS FARM",CLEARANCE CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 90651 32150,190651.0,632150.0,https://canmore.org.uk/site/39750/,cairn
39751,"ARRAN, MOSS FARM",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90428 32646,190428.0,632646.0,https://canmore.org.uk/site/39751/,roundhouse
39752,"ARRAN, GATE COTTAGE",CAIRNFIELD (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9177 3404,191770.0,634040.0,https://canmore.org.uk/site/39752/,cairn
39753,"ARRAN, ALLT DUBH",CAIRNFIELD (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 9210 3410,192100.0,634100.0,https://canmore.org.uk/site/39753/,cairn
39760,"ARRAN, MACHRIE FARM","CAIRNFIELD (PREHISTORIC), HUT CIRCLE(S) (PREHISTORIC)",BUTESHIRE,NR 90920 34551,190920.0,634551.0,https://canmore.org.uk/site/39760/,roundhouse
39761,"ARRAN, MACHRIE FARM","CAIRNFIELD (PREHISTORIC), HUT CIRCLE(S) (PREHISTORIC), PLOUGH MARKS (PREHISTORIC)",BUTESHIRE,NR 90783 33848,190783.0,633848.0,https://canmore.org.uk/site/39761/,roundhouse
39762,"ARRAN, MOSS FARM",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90962 32265,190962.0,632265.0,https://canmore.org.uk/site/39762/,roundhouse
39763,"ARRAN, MACHRIE NORTH","BURIAL CAIRN (PREHISTORIC)(POSSIBLE), CLEARANCE CAIRN(S) (PREHISTORIC)(POSSIBLE), UNIDENTIFIED FLINT (PERIOD UNASSIGNED), UNIDENTIFIED POTTERY (PERIOD UNASSIGNED)",BUTESHIRE,NR 9006 3460,190060.0,634600.0,https://canmore.org.uk/site/39763/,cairn
39764,"ARRAN, MACHRIE FARM",CLEARANCE CAIRN (PREHISTORIC)(POSSIBLE),BUTESHIRE,NR 90090 34004,190090.0,634004.0,https://canmore.org.uk/site/39764/,cairn
39766,"ARRAN, MACHRIE FARM","CAIRNFIELD (PREHISTORIC), HUT CIRCLE(S) (PREHISTORIC)",BUTESHIRE,NR 90281 33060,190281.0,633060.0,https://canmore.org.uk/site/39766/,roundhouse
39767,"ARRAN, MACHRIE FARM",CAIRN (BRONZE AGE),BUTESHIRE,NR 90134 33026,190134.0,633026.0,https://canmore.org.uk/site/39767/,cairn
39768,"ARRAN, MACHRIE FARM",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 91066 34602,191066.0,634602.0,https://canmore.org.uk/site/39768/,roundhouse
39769,"ARRAN, BALLYMICHAEL GLEN","CAIRNFIELD (PREHISTORIC), HUT CIRCLE(S) (PREHISTORIC)",BUTESHIRE,NR 93082 31853,193082.0,631853.0,https://canmore.org.uk/site/39769/,roundhouse
39778,"ARRAN, MACHRIE FARM",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90852 33117,190852.0,633117.0,https://canmore.org.uk/site/39778/,roundhouse
39779,"ARRAN, TORMORE","CHAMBERED CAIRN (NEOLITHIC), CINERARY URN(S) (PERIOD UNASSIGNED), FLAKE(S) (PITCHSTONE)(PERIOD UNASSIGNED), HAMMER (STONE)(PERIOD UNASSIGNED), UNIDENTIFIED FLINT(S) (FLINT)(PERIOD UNASSIGNED)",BUTESHIRE,NR 90314 31056,190314.0,631056.0,https://canmore.org.uk/site/39779/,cairn
39780,"ARRAN, CATACOL, AR FHINN",CAIRN (BRONZE AGE)(POSSIBLE),BUTESHIRE,NR 9113 4948,191130.0,649480.0,https://canmore.org.uk/site/39780/,cairn
40429,"BUTE, ARDROSCADALE","BARROW (PREHISTORIC)(POSSIBLE), CAIRN (PERIOD UNASSIGNED)(POSSIBLE)",BUTESHIRE,NS 0337 6236,203370.0,662360.0,https://canmore.org.uk/site/40429/,cairn
39800,EAS FHAOLAIN,"CAIRN (PREHISTORIC)(POSSIBLE), MOUND (POST MEDIEVAL)(POSSIBLE)",ARGYLL,NR 9064 5884,190640.0,658840.0,https://canmore.org.uk/site/39800/,cairn
39813,COLACHLA,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NR 952 684,195200.0,668400.0,https://canmore.org.uk/site/39813/,cairn
39822,KILDAVAIG,CAIRN (PERIOD UNASSIGNED),ARGYLL,NR 987 660,198700.0,666000.0,https://canmore.org.uk/site/39822/,cairn
39682,"ARRAN, CNOC A' CHLOCHAIR","FORT (PREHISTORIC), ROUNDHOUSE (PREHISTORIC)(POSSIBLE), SHIELING HUT (POST MEDIEVAL)",BUTESHIRE,NR 9533 3578,195330.0,635780.0,https://canmore.org.uk/site/39682/,roundhouse
39683,"ARRAN, SUIDHE CHALLUMCHILLE, GLEAN AN T' SUIDHE","CAIRN (PERIOD UNKNOWN)(POSSIBLE), MARKER CAIRN (MODERN), NATURAL FEATURE (PERIOD UNASSIGNED)",BUTESHIRE,NR 96660 35590,196660.0,635590.0,https://canmore.org.uk/site/39683/,cairn
39684,"ARRAN, GLEN SHURIG","CAIRN (PREHISTORIC), CIST(S) (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NR 9867 3606,198670.0,636060.0,https://canmore.org.uk/site/39684/,cairn
39689,"ARRAN, MOINECHOILL, GLEAN AN T'SUIDHE",CHAMBERED CAIRN (NEOLITHIC),BUTESHIRE,NR 94068 35259,194068.0,635259.0,https://canmore.org.uk/site/39689/,cairn
39693,"ARRAN, MACHRIE BURN",HUT CIRCLE(S) (PREHISTORIC),BUTESHIRE,NR 9106 3520,191060.0,635200.0,https://canmore.org.uk/site/39693/,roundhouse
39694,"ARRAN, LOCH IORSA",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9126 3782,191260.0,637820.0,https://canmore.org.uk/site/39694/,shieling
39695,"ARRAN, MACHRIE BURN 1",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 90773 35106,190773.0,635106.0,https://canmore.org.uk/site/39695/,shieling
39696,"ARRAN, MACHRIE BURN 2",SHIELING HUT(S) (POST MEDIEVAL),BUTESHIRE,NR 9215 3600,192150.0,636000.0,https://canmore.org.uk/site/39696/,shieling
39697,"ARRAN, GLEANN DUBH, BRUCE'S CASTLE","CAIRN (MODERN), FORT (PREHISTORIC)(POSSIBLE), NATURAL FEATURE (PERIOD UNASSIGNED)",BUTESHIRE,NR 9922 3389,199220.0,633890.0,https://canmore.org.uk/site/39697/,cairn
39707,"ARRAN, MOSS FARM",CHAMBERED CAIRN (NEOLITHIC),BUTESHIRE,NR 9057 3237,190570.0,632370.0,https://canmore.org.uk/site/39707/,cairn
39708,"ARRAN, MOSS FARM",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90514 32287,190514.0,632287.0,https://canmore.org.uk/site/39708/,roundhouse
39709,"ARRN, MOSS FARM",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 9067 3218,190670.0,632180.0,https://canmore.org.uk/site/39709/,roundhouse
39710,"ARRAN, TORMORE","CHAMBERED CAIRN (NEOLITHIC), ARROWHEAD(S) (FLINT)(PERIOD UNASSIGNED), FLAKE(S) (FLINT)(PERIOD UNASSIGNED)",BUTESHIRE,NR 90640 32245,190640.0,632245.0,https://canmore.org.uk/site/39710/,cairn
39719,"MOSS FARM, ARRAN",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 9121 3215,191210.0,632150.0,https://canmore.org.uk/site/39719/,roundhouse
39720,"ARRAN, CNOCANTUBHA",HUT CIRCLE(S) (PREHISTORIC),BUTESHIRE,NR 90806 31878,190806.0,631878.0,https://canmore.org.uk/site/39720/,roundhouse
39721,"ARRAN, TORMORE",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90243 31490,190243.0,631490.0,https://canmore.org.uk/site/39721/,roundhouse
39724,"ARRAN, MACHRIE FARM","CAIRNFIELD (PREHISTORIC), HUT CIRCLE (PREHISTORIC)",BUTESHIRE,NR 91033 33490,191033.0,633490.0,https://canmore.org.uk/site/39724/,roundhouse
39725,"ARRAN, MACHRIE FARM","CAIRNFIELD (PREHISTORIC), HUT CIRCLE (PREHISTORIC)",BUTESHIRE,NR 91640 33499,191640.0,633499.0,https://canmore.org.uk/site/39725/,roundhouse
39661,"ARRAN, TORRYLINN WATER","CAIRN (BRONZE AGE), CIST (BRONZE AGE), CINERARY URN(S) (BRONZE AGE)(POSSIBLE)",BUTESHIRE,NR 95201 21145,195201.0,621145.0,https://canmore.org.uk/site/39661/,cairn
39665,"ARRAN, LEACACH BHREAG","CAIRN (BRONZE AGE), CIST (PERIOD UNASSIGNED), BEAD(S) (JET)(PERIOD UNASSIGNED), FOOD VESSEL (PERIOD UNASSIGNED)",BUTESHIRE,NR 9057 2448,190570.0,624480.0,https://canmore.org.uk/site/39665/,cairn
39675,"ARRAN, SLIDDERY WATER, 'OSCAR'S GRAVE'","CHAMBERED CAIRN (NEOLITHIC), BOWL (PERIOD UNASSIGNED), KNIFE (FLINT)(PERIOD UNASSIGNED), LEAF ARROWHEAD (FLINT)(PERIOD UNASSIGNED)",BUTESHIRE,NR 9427 2375,194270.0,623750.0,https://canmore.org.uk/site/39675/,cairn
39676,"ARRAN, CLACHAIG","CHAMBERED CAIRN (NEOLITHIC), SHORT CIST (BRONZE AGE), AXE (STONE)(NEOLITHIC), BOWL(S) (NEOLITHIC), FOOD VESSEL (BRONZE AGE), KNIFE (FLINT)(BRONZE AGE)",BUTESHIRE,NR 94929 21178,194929.0,621178.0,https://canmore.org.uk/site/39676/,cairn
39677,"ARRAN, SLIDDERY WATER, CNOC INNEIREAN",CAIRN (BRONZE AGE)(POSSIBLE),BUTESHIRE,NR 9372 2215,193720.0,622150.0,https://canmore.org.uk/site/39677/,cairn
40370,"BUTE, CAIRN BAN","CHAMBERED CAIRN (NEOLITHIC), CHAMBERED LONG CAIRN (NEOLITHIC), CUP MARKED STONE (NEOLITHIC) - (BRONZE AGE)",BUTESHIRE,NS 00664 69033,200664.0,669033.0,https://canmore.org.uk/site/40370/,cairn
40375,"BUTE, KERRYCRUSACH",BURIAL CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 08878 61033,208878.0,661033.0,https://canmore.org.uk/site/40375/,cairn
40412,"BUTE, BALILONE","FIELD BOUNDARY (PERIOD UNASSIGNED), HUT CIRCLE (PREHISTORIC)",BUTESHIRE,NS 08113 63122,208113.0,663122.0,https://canmore.org.uk/site/40412/,roundhouse
40381,"BUTE, BICKER'S HOUSES","CHAMBERED CAIRN (NEOLITHIC), ENCLOSURE (PERIOD UNASSIGNED)",BUTESHIRE,NS 06064 60426,206064.0,660426.0,https://canmore.org.uk/site/40381/,cairn
39824,ACHADACHOUN,"CAIRN (PREHISTORIC)(POSSIBLE), CUP AND RING MARKED STONE (PREHISTORIC), CUP MARKED STONE (PREHISTORIC)",ARGYLL,NR 983 673,198300.0,667300.0,https://canmore.org.uk/site/39824/,cairn
39612,"ARRAN, CARN BAN","CHAMBERED CAIRN (NEOLITHIC), FLAKE (PITCHSTONE)(PERIOD UNASSIGNED), FLAKE (FLINT)(PERIOD UNASSIGNED)",BUTESHIRE,NR 99087 26194,199087.0,626194.0,https://canmore.org.uk/site/39612/,cairn
39619,"ARRAN, KILPATRICK",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NR 90729 26324,190729.0,626324.0,https://canmore.org.uk/site/39619/,roundhouse
39626,"ARRAN, KILPATRICK","CLEARANCE CAIRN(S) (PREHISTORIC), FIELD SYSTEM (PREHISTORIC), RIG AND FURROW (POST MEDIEVAL)",BUTESHIRE,NR 9100 2640,191000.0,626400.0,https://canmore.org.uk/site/39626/,cairn
39628,"ARRAN, CARMAHOME","CHAMBERED CAIRN (NEOLITHIC), KNIFE (FLINT)(NEOLITHIC)",BUTESHIRE,NR 91485 26861,191485.0,626861.0,https://canmore.org.uk/site/39628/,cairn
39631,"ARRAN, KILPATRICK","BURIAL CAIRN (BRONZE AGE), CIST (BRONZE AGE), FOUR POSTER STONE CIRCLE (BRONZE AGE)(POSSIBLE), BEAKER (BRONZE AGE), FOOD VESSEL (BRONZE AGE)",BUTESHIRE,NR 90766 26398,190766.0,626398.0,https://canmore.org.uk/site/39631/,cairn
39636,"ARRAN, KILPATRICK, 'PLATFORM SETTLEMENT 16/1'","BUILDING PLATFORM (BRONZE AGE), CIST(S) (PREHISTORIC), FIELD SYSTEM (PREHISTORIC), HUT CIRCLE (BRONZE AGE), FOOD VESSEL (POTTERY)(BRONZE AGE), LEAF ARROWHEAD (PREHISTORIC)",BUTESHIRE,NR 9080 2639,190800.0,626390.0,https://canmore.org.uk/site/39636/,roundhouse
39639,"ARRAN, KILPATRICK","CAIRN (NEOLITHIC) - (BRONZE AGE), CIST(S) (BRONZE AGE), CINERARY URN(S) (BRONZE AGE)",BUTESHIRE,NR 9035 2677,190350.0,626770.0,https://canmore.org.uk/site/39639/,cairn
39832,PORTAVADIE,CAIRN (PREHISTORIC),ARGYLL,NR 9338 6919,193380.0,669190.0,https://canmore.org.uk/site/39832/,cairn
39833,PORT-A-MHADAIDH,CAIRN (PERIOD UNASSIGNED)(POSSIBLE),ARGYLL,NR 939 695,193900.0,669500.0,https://canmore.org.uk/site/39833/,cairn
39834,PORTAVADIE,CAIRN (PREHISTORIC)(POSSIBLE),ARGYLL,NR 9296 6940,192960.0,669400.0,https://canmore.org.uk/site/39834/,cairn
39837,ASGOG BAY,"CAIRN (BRONZE AGE), FOOD VESSEL (BRONZE AGE)",ARGYLL,NR 9434 6780,194340.0,667800.0,https://canmore.org.uk/site/39837/,cairn
39841,ASGOG BAY,CAIRN (BRONZE AGE),ARGYLL,NR 9430 6774,194300.0,667740.0,https://canmore.org.uk/site/39841/,cairn
39844,PORTAVADIE,CAIRN (PREHISTORIC),ARGYLL,NR 9301 6988,193010.0,669880.0,https://canmore.org.uk/site/39844/,cairn
39846,"PORT LEATHAN, STILLAIG",CAIRN (PREHISTORIC),ARGYLL,NR 9322 6754,193220.0,667540.0,https://canmore.org.uk/site/39846/,cairn
39857,FIONN PHORT,"PLATFORM(S) (PERIOD UNASSIGNED), SHIELING HUT (POST MEDIEVAL)",ARGYLL,NR 903 646,190300.0,664600.0,https://canmore.org.uk/site/39857/,shieling
39645,"ARRAN, HIGH CLOINED",CAIRN (BRONZE AGE)(POSSIBLE),BUTESHIRE,NR 9665 2311,196650.0,623110.0,https://canmore.org.uk/site/39645/,cairn
39655,"ARRAN, TORLIN","CHAMBERED CAIRN (NEOLITHIC), BOWL (NEOLITHIC), KNIFE (FLINT)(NEOLITHIC), UNIDENTIFIED POTTERY (PERIOD UNASSIGNED)",BUTESHIRE,NR 95518 21073,195518.0,621073.0,https://canmore.org.uk/site/39655/,cairn
39659,"ARRAN, EAST BENNAN","CHAMBERED CAIRN (NEOLITHIC), BOWL (NEOLITHIC)(POSSIBLE), FLAKE (PITCHSTONE)(NEOLITHIC)",BUTESHIRE,NR 99344 20754,199344.0,620754.0,https://canmore.org.uk/site/39659/,cairn
40303,ARDYNE,"CAIRN(S) (PERIOD UNASSIGNED), LONG CIST(S) (EARLY MEDIEVAL)",ARGYLL,NS 09 68,209000.0,668000.0,https://canmore.org.uk/site/40303/,cairn
40304,ARDYNE,CAIRN (PERIOD UNASSIGNED),ARGYLL,NS 09 68,209000.0,668000.0,https://canmore.org.uk/site/40304/,cairn
40305,ARDYNE,"CAIRN (BRONZE AGE), CINERARY URN (BRONZE AGE)",ARGYLL,NS 09 68,209000.0,668000.0,https://canmore.org.uk/site/40305/,cairn
40306,"BUTE, HILTON","CHAMBERED CAIRN (NEOLITHIC), CIST (PERIOD UNASSIGNED), SHORT CIST (BRONZE AGE)",BUTESHIRE,NS 06665 68597,206665.0,668597.0,https://canmore.org.uk/site/40306/,cairn
40315,"BUTE, ARDBEG","BURIAL CAIRN (PERIOD UNASSIGNED), CIST(S) (PERIOD UNASSIGNED)",BUTESHIRE,NS 08113 66893,208113.0,666893.0,https://canmore.org.uk/site/40315/,cairn
40321,"BUTE, KILBRIDE","BURIAL CAIRN (BRONZE AGE), SHORT CIST(S) (BRONZE AGE), TRACK (PERIOD UNASSIGNED)",BUTESHIRE,NS 03578 69224,203578.0,669224.0,https://canmore.org.uk/site/40321/,cairn
40169,"ARRAN, CARN BAN",CAIRN (BRONZE AGE),BUTESHIRE,NS 0123 3466,201230.0,634660.0,https://canmore.org.uk/site/40169/,cairn
40202,"ARRAN, DUNAN MOR","CHAMBERED CAIRN (NEOLITHIC), CREMATION (PREHISTORIC), BLADE (PITCHSTONE)(PREHISTORIC), CINERARY URN (POTTERY)(PREHISTORIC)(POSSIBLE), FLAKE (PITCHSTONE)(PREHISTORIC), KNIFE (FLINT)(PREHISTORIC), UNIDENTIFIED FLINT(S) (FLINT)(PREHISTORIC)",BUTESHIRE,NS 02807 33153,202807.0,633153.0,https://canmore.org.uk/site/40202/,cairn
40203,"ARRAN, DUNAN BEAG","CHAMBERED CAIRN (NEOLITHIC), CREMATION (PERIOD UNASSIGNED), INHUMATION (PERIOD UNASSIGNED), ANIMAL REMAINS (PERIOD UNASSIGNED), BEAKER (PERIOD UNASSIGNED), FLAKE(S) (PITCHSTONE)(PERIOD UNASSIGNED), KNIFE (IRON)(PERIOD UNASSIGNED)(POSSIBLE), NECKLACE (JET",BUTESHIRE,NS 0267 3299,202670.0,632990.0,https://canmore.org.uk/site/40203/,cairn
40204,"ARRAN, GLENRICKARD","CHAMBERED CAIRN (NEOLITHIC), CINERARY URN(S) (NEOLITHIC) - (BRONZE AGE)(POSSIBLE)",BUTESHIRE,NS 0051 3466,200510.0,634660.0,https://canmore.org.uk/site/40204/,cairn
40206,"ARRAN, NORTH SANNOX",BURIAL CAIRN (BRONZE AGE),BUTESHIRE,NS 0142 4659,201420.0,646590.0,https://canmore.org.uk/site/40206/,cairn
40070,"BUTE, DUNAGOIL","BURIAL CAIRN(S) (BRONZE AGE), CIST (BRONZE AGE)",BUTESHIRE,NS 08513 53159,208513.0,653159.0,https://canmore.org.uk/site/40070/,cairn
40078,"ARRAN, KINGSCROSS POINT","BURIAL (VIKING), CAIRN (VIKING), COIN (VIKING)",BUTESHIRE,NS 05590 28255,205590.0,628255.0,https://canmore.org.uk/site/40078/,cairn
40221,"ARRAN, SANNOX BAY","CAIRN (PREHISTORIC), CINERARY URN (PREHISTORIC)",BUTESHIRE,NS 0149 4545,201490.0,645450.0,https://canmore.org.uk/site/40221/,cairn
40223,"ARRAN, SANNOX","CHAMBERED CAIRN (NEOLITHIC), CIST (PREHISTORIC), CREMATION (PREHISTORIC)",BUTESHIRE,NS 01731 44814,201731.0,644814.0,https://canmore.org.uk/site/40223/,cairn
40225,"ARRAN, SANNOX",HUT CIRCLE(S) (PREHISTORIC)(POSSIBLE),BUTESHIRE,NS 017 448,201700.0,644800.0,https://canmore.org.uk/site/40225/,roundhouse
40232,"BUTE, SCALPSIE","BURIAL CAIRN (BRONZE AGE), SHORT CIST (BRONZE AGE), BEAD (JET)(BRONZE AGE), FOOD VESSEL (BRONZE AGE)",BUTESHIRE,NS 05954 58736,205954.0,658736.0,https://canmore.org.uk/site/40232/,cairn
40247,"BUTE, BLACKPARK PLANTATION","ENCLOSURE (PERIOD UNASSIGNED), FIELD BOUNDARY (PERIOD UNASSIGNED)(POSSIBLE), PIT(S) (PERIOD UNASSIGNED), ROUNDHOUSE (NEOLITHIC)(POSSIBLE)",BUTESHIRE,NS 09249 55417,209249.0,655417.0,https://canmore.org.uk/site/40247/,roundhouse
40431,"BUTE, UPPER ARDROSCADALE",CLEARANCE CAIRN(S) (PERIOD UNKNOWN),BUTESHIRE,NS 036 634,203600.0,663400.0,https://canmore.org.uk/site/40431/,cairn
40438,"BUTE, BALLYCURRIE","BURIAL CAIRN (PERIOD UNASSIGNED), STANDING STONE (PREHISTORIC)",BUTESHIRE,NS 0445 6149,204450.0,661490.0,https://canmore.org.uk/site/40438/,cairn
40439,"INCHMARNOCK, NORTHPARK",BURIAL CAIRN (BRONZE AGE),BUTESHIRE,NS 02016 61310,202016.0,661310.0,https://canmore.org.uk/site/40439/,cairn
40442,"BUTE, UPPER ARDROSCADALE, WATCH HILL",BURIAL CAIRN (PERIOD UNASSIGNED),BUTESHIRE,NS 03763 64396,203763.0,664396.0,https://canmore.org.uk/site/40442/,cairn
40086,"ARRAN, MONAMORE, MEALLACH'S GRAVE","CHAMBERED CAIRN (NEOLITHIC), BEAD (GLASS)(PREHISTORIC), BLADE (FLINT)(PREHISTORIC), SCRAPER (TOOL) (FLINT)(PREHISTORIC)",BUTESHIRE,NS 01752 28890,201752.0,628890.0,https://canmore.org.uk/site/40086/,cairn
40095,"ARRAN, AUCHENCAIRN","ENCLOSURE (PERIOD UNKNOWN), HUT CIRCLE (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NS 03606 27606,203606.0,627606.0,https://canmore.org.uk/site/40095/,roundhouse
40102,"ARRAN, MONAMORE GLEN",BURIAL CAIRN (BRONZE AGE),BUTESHIRE,NS 0126 2977,201260.0,629770.0,https://canmore.org.uk/site/40102/,cairn
40108,"ARRAN, LARGYBEG","CHAMBERED CAIRN (NEOLITHIC) - (BRONZE AGE)(POSSIBLE), STONE SETTING (NEOLITHIC) - (BRONZE AGE)",BUTESHIRE,NS 05365 23333,205365.0,623333.0,https://canmore.org.uk/site/40108/,cairn
40110,"ARRAN, LARGYBEG","CAIRN (PERIOD UNKNOWN)(POSSIBLE), TRIANGULATION STATION (19TH CENTURY)",BUTESHIRE,NS 05330 23312,205330.0,623312.0,https://canmore.org.uk/site/40110/,cairn
40111,"ARRAN, BAILE MEADHONACH",CHAMBERED CAIRN (NEOLITHIC),BUTESHIRE,NS 01970 23501,201970.0,623501.0,https://canmore.org.uk/site/40111/,cairn
40114,"ARRAN, BALLYMEANOCH 2","CAIRN (PREHISTORIC), HUT (POST MEDIEVAL)(POSSIBLE)",BUTESHIRE,NS 0202 2346,202020.0,623460.0,https://canmore.org.uk/site/40114/,cairn
40117,"ARRAN, TORR AN LOISGTE",CHAMBERED CAIRN (NEOLITHIC),BUTESHIRE,NS 04005 24825,204005.0,624825.0,https://canmore.org.uk/site/40117/,cairn
40122,"ARRAN, WHITING BAY, GIANT'S GRAVES NORTH","CHAMBERED CAIRN (NEOLITHIC), CREMATION(S) (PREHISTORIC), ARROWHEAD(S) (FLINT)(PREHISTORIC), BEAKER(S) (BRONZE AGE)(POSSIBLE), FOOD VESSEL (PREHISTORIC)(POSSIBLE), KNIFE(S) (FLINT)(PREHISTORIC)",BUTESHIRE,NS 04300 24670,204300.0,624670.0,https://canmore.org.uk/site/40122/,cairn
40125,"ARRAN, BALLYMEANOCHGLEN 1",CAIRN (PREHISTORIC),BUTESHIRE,NS 0228 2290,202280.0,622900.0,https://canmore.org.uk/site/40125/,cairn
40259,"BUTE, SCALPSIE","BUILDING (PERIOD UNASSIGNED)(POSSIBLE), BURIAL CAIRN (PERIOD UNASSIGNED), CIST (PERIOD UNASSIGNED)(POSSIBLE)",BUTESHIRE,NS 05744 58676,205744.0,658676.0,https://canmore.org.uk/site/40259/,cairn
40275,"BUTE, LITTLE KILMORY","CIST (PERIOD UNASSIGNED)(POSSIBLE), KERB CAIRN (PREHISTORIC)",BUTESHIRE,NS 0430 5987,204300.0,659870.0,https://canmore.org.uk/site/40275/,cairn
40281,"BUTE, DUNAGOIL",CLEARANCE CAIRN(S) (PERIOD UNKNOWN),BUTESHIRE,NS 0869 5308,208690.0,653080.0,https://canmore.org.uk/site/40281/,cairn
40285,"BUTE, THE PLAN",HUT CIRCLE (PREHISTORIC),BUTESHIRE,NS 0965 5342,209650.0,653420.0,https://canmore.org.uk/site/40285/,roundhouse
40289,"BUTE, SUIDHE CHATAIN","BUILDING (PERIOD UNASSIGNED), BURIAL CAIRN (PERIOD UNASSIGNED), TRIANGULATION PILLAR (19TH CENTURY) - (20TH CENTURY)",BUTESHIRE,NS 09800 54757,209800.0,654757.0,https://canmore.org.uk/site/40289/,cairn
40127,"ARRAN, WHITING BAY, GIANT'S GRAVES SOUTH","CHAMBERED CAIRN (NEOLITHIC), CREMATION (PREHISTORIC), UNIDENTIFIED POTTERY (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NS 04310 24636,204310.0,624636.0,https://canmore.org.uk/site/40127/,cairn
40128,"ARRAN, BEALACH GAOTHAR",HUT CIRCLE (PREHISTORIC)(POSSIBLE),BUTESHIRE,NS 04448 23792,204448.0,623792.0,https://canmore.org.uk/site/40128/,roundhouse
40129,"ARRAN, DIPPEN","CHAMBERED CAIRN (NEOLITHIC), CINERARY URN(S) (PREHISTORIC)(POSSIBLE)",BUTESHIRE,NS 0444 2263,204440.0,622630.0,https://canmore.org.uk/site/40129/,cairn
